total_fee_lamports,total_transactions,total_transactions_acceleration,total_transactions_ma_24h,total_transactions_velocity,high_fee_tx_count,whale_intensity,total_transactions_std_3h,total_transactions_std_12h,total_transactions_std_6h,total_transactions_std_24h,unique_wallets_acceleration,unique_wallets,unique_wallets_smooth,unique_wallets_velocity,unique_wallets_ma_6h,unique_wallets_ma_12h,unique_wallets_ma_24h,fee_per_tx_acceleration,unique_wallets_std_3h,unique_wallets_std_6h,unique_wallets_std_12h,fee_per_tx_velocity,unique_wallets_std_24h,fee_per_tx_ma_24h,fee_per_tx_std_12h,fee_per_tx_std_6h,fee_per_tx_std_24h,fee_per_tx_std_3h,tx_wallet_ratio,volume_regime,fee_regime,activity_regime,total_transactions_skew_3h,fee_per_tx_skew_3h,unique_wallets_skew_3h,cluster_id,fee_per_tx_skew_6h,timestamp,regime_label,is_anomaly
0.2954186236994403,-0.2183338226421288,-0.008598199577701048,-0.2768995446619824,-0.08466025539965316,-0.7677037576055331,-1.1155678343623028,-1.0883649414638827,1.484513265437614,-1.2413461219503357,2.4353547393565314,-0.6711991541484629,1.1090877515071824,1.4142423224801575,0.001107240271138837,0.9322315352817273,0.13812825230332668,1.0790950787380755,1.169263503092571,0.25498509554107246,0.23139713611281096,0.5690623886913031,-1.5840525839654207,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.14386208790941168,-0.19188004884444615,0.7031877098871687,-1.1570477233335577,-0.5,0.5,1.0,0.36690057992864883,0.5151202675753195,-0.9081598377387711,2,1.3360261275994658,2025-06-19 00:00:00+00:00,normal,0
-0.25038296831784634,-0.2617798202888232,-0.008598199577701048,-0.2768995446619824,-0.08466025539965316,-0.2184576772577324,-0.19206302259948885,-1.0883649414638827,1.484513265437614,-1.2413461219503357,2.4353547393565314,-0.6711991541484629,1.089885131614856,0.7935876669615578,0.001107240271138837,0.9322315352817273,0.13812825230332668,1.0790950787380755,1.169263503092571,0.25498509554107246,0.23139713611281096,0.5690623886913031,-1.5840525839654207,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.14386208790941168,-0.19188004884444615,0.7031877098871687,-1.164470722989716,-0.5,-0.5,1.0,0.36690057992864883,0.5151202675753195,-0.9081598377387711,0,1.3360261275994658,2025-06-19 01:00:00+00:00,normal,0
-0.1836975929102599,-0.2769907740248692,-0.008598199577701048,-0.2768995446619824,-0.029643476498277067,-0.46046744988256394,-0.5761030239148319,-0.9536314073932183,1.484513265437614,-1.2413461219503357,2.4353547393565314,-0.6711991541484629,0.42331770329388607,0.4822604362271816,-1.0559021307623755,0.9322315352817273,0.13812825230332668,1.0790950787380755,1.169263503092571,0.5999314979143485,0.23139713611281096,0.5690623886913031,0.2299101770438082,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.14386208790941168,-0.19188004884444615,-0.5437296479952038,-0.576056068640274,-0.5,0.0,0.5,-0.7583621567291698,-0.31310672259178274,0.20006848079927297,0,1.3360261275994658,2025-06-19 02:00:00+00:00,normal,0
-0.15483726347938753,-0.36907714820046095,-0.14565395298646142,-0.2768995446619824,-0.17943740005855724,-0.2070929743471495,-0.06526663633125108,-0.8491677789013901,1.484513265437614,-1.2413461219503357,2.4353547393565314,0.28456520438087257,0.09989993466808908,0.31082910008992326,-0.4956115477058522,0.9322315352817273,0.13812825230332668,1.0790950787380755,-0.13003072741449803,0.27927755967785833,0.23139713611281096,0.5690623886913031,0.1683250635893297,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.14386208790941168,-0.19188004884444615,-0.34183517113611583,-0.26737975094534777,-0.5,0.0,0.0,0.061908604533509895,-0.599986270912798,0.0245912135418366,0,1.3360261275994658,2025-06-19 03:00:00+00:00,normal,0
-0.35248281899820877,-0.4352239916963912,-0.011591367739193472,-0.2768995446619824,-0.1288934933897885,-0.8358641658449427,-1.0342803224271127,-0.6674345141656033,1.484513265437614,2.402226535749038,2.4353547393565314,1.0303668681548865,0.8925496811968144,1.0257201889618928,1.3266898917065002,0.6617466036117648,0.13812825230332668,1.0790950787380755,-0.5810754107293222,1.054087798014702,0.7326045898707958,0.5690623886913031,-0.5443488311561483,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.9565110425951862,-0.19188004884444615,-0.35398675279556063,-1.0989163206218602,-0.5,-0.5,1.0,0.31542013498176574,0.192771057781605,-0.46048690863038055,2,-0.15032585340099794,2025-06-19 04:00:00+00:00,normal,0
-0.23971941666056812,-0.2082687021912558,0.3367675893843508,-0.2768995446619824,0.44222427422805793,-0.7690988536806087,-1.1262411286362481,4.609591411006136,1.484513265437614,3.2629495411939167,2.4353547393565314,-0.32162307738344603,1.4001207399872644,1.0067865423048181,0.8612168840638419,0.3650688932191304,0.13812825230332668,1.0790950787380755,0.4446264323191551,1.678778535875312,0.9572368735117515,0.5690623886913031,0.22359103070091424,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.8243319805565453,-0.19188004884444615,-0.6251675579762648,-1.3616693213155209,-0.5,-0.5,1.0,-0.7832372603779609,-0.681299833860923,-0.6426653242867099,2,-0.5442861618501305,2025-06-19 05:00:00+00:00,normal,0
-0.6754044819500559,-2.388102398846002,-3.1836774371487437,-0.2768995446619824,-4.247471903785951,-2.3045712570812134,-1.5520914790245202,4.704644562595038,1.484513265437614,2.9764071789168853,2.4353547393565314,-2.1585093861591558,-0.2810595347375559,0.1563576167036858,-2.712549623268249,0.21911471046826145,0.13812825230332668,1.0790950787380755,-0.19275479623924302,2.148486924746885,1.1197856957930685,0.5690623886913031,0.07146291997933153,0.26432463100374354,-0.05512319721999629,-0.44802537667784675,-0.3733027178056675,-0.19188004884444615,-0.4438234407860759,-1.2133747521469376,-1.0,-0.5,-0.5,0.5420226432385686,-0.7546627519361512,0.49633623204388433,0,-1.438576168648728,2025-06-19 06:00:00+00:00,stagnation,0
-0.7470502795254984,-2.2394280403991833,2.9907763398044644,-0.2768995446619824,0.2896916736109547,-1.5419496351777415,-0.3049052348867989,1.9752433447216593,1.7168965977532835,2.6471868939758,2.4353547393565314,1.4272308336824466,-0.43487897056756064,-0.5512584236753304,-0.21869345648005617,0.10248459697909269,0.06344172847075226,1.0790950787380755,-0.4224145108324537,-0.6851230959020391,1.30942097078613,0.4090474718350285,-0.4121819322482425,0.26432463100374354,-0.05512319721999629,-0.41285422443098235,-0.2971457182582299,-0.19188004884444615,0.24314548582293197,-0.9260007841722282,-1.0,-0.5,-0.5,0.5145241765281607,-0.43827877194335074,-0.6508373842772514,0,-0.9337065584000118,2025-06-19 07:00:00+00:00,normal,0
-0.7752522401544181,-1.1806531925665134,1.141284771465733,-0.2768995446619824,2.063048129546632,-1.159317886081831,-0.854623931937554,1.9954111969820374,1.984015524259712,2.3187919190940787,2.4353547393565314,0.20615636283839048,-0.3268084121037702,-0.4746128952627643,0.2089173350617084,-0.13428022958506375,-0.02773411275177847,1.0790950787380755,-0.33161167012201387,-0.6601551215408825,1.0375825367898877,0.20792293112919794,-0.7647517201131679,0.26432463100374354,-0.05512319721999629,-0.4127604093764835,-0.3091965609845189,-0.19188004884444615,-0.023012987861179876,-0.2730546764106943,-1.0,-1.0,-0.5,-0.765819579824224,0.5492629292858296,0.10085978222838436,2,-0.3410214406267887,2025-06-19 08:00:00+00:00,normal,0
-0.7670657994385317,-1.020004253518978,-1.2164998018118764,-0.2768995446619824,0.3130244814305984,-1.1412836042608365,-0.985340167826094,-0.616964884968134,2.3806341804011817,1.8569215746154972,2.4353547393565314,-0.31747361701278753,-0.4995162130647282,-0.4635447704996372,-0.24953414891031353,-0.4326378306882567,0.01622796247161144,1.0790950787380755,0.41905388117487863,-0.6203587049353554,-0.9474705766753958,0.28344777393024717,-0.03372616358981265,0.26432463100374354,-0.05512319721999629,-0.3625402278733386,0.4317490067642586,-0.19188004884444615,-0.4620899695241514,0.1055488980334925,-1.0,-1.0,-0.5,-0.44486580684462473,0.5168752695834206,-0.9095951804804051,0,0.7552564480860355,2025-06-19 09:00:00+00:00,normal,0
-0.6291857664858658,-0.9297949757618769,-0.1372622307693467,-0.2768995446619824,0.17577081597261324,-0.9331686409284573,-0.726198096618834,-0.17761362298027922,3.055346198456842,2.2507885061616966,2.4353547393565314,0.2891774891774892,-0.3242943740127852,-0.43684912988411945,0.31856112776472495,-0.2725107768850901,0.18635912452636236,1.0790950787380755,0.23689721407547326,-0.3706945200762738,-0.10483073353590082,0.6053113478051247,0.43435390931944906,0.26432463100374354,-0.05512319721999629,-0.12087887244330559,1.0037764320101465,-0.19188004884444615,1.6572684926000962,-0.0917064770289348,-1.0,-1.0,-0.5,0.42339538301080804,0.4930640431316114,-0.14460043807036668,2,0.3107028225716265,2025-06-19 10:00:00+00:00,normal,0
